Platform	Author	Publish Time	URL	Content	Thumbnail	Metrics
Twitter	Dunks	published on 12/01/20 at 3:55 PM	http://twitter.com/DunksDynasty/status/1333877375629660167	@JordanZelniker @LeidosInc Better commentators for the live event. The guys last year were downright awful. @F5Penguin is the best in the biz. His resume and work speak for themselves.		169Twitter Followers
Twitter	OGKevinBacon	published on 12/01/20 at 1:38 PM	http://twitter.com/OGKevinBacon/status/1333842970248949762	@LOUnatic1988 @JordanZelniker @LeidosInc @EASPORTSNHL @Twitch @TheClapperton @benrlive @Rammer34 THIS		2.4KTwitter Followers
Twitter	Chris Ryan	published on 12/01/20 at 1:38 PM	http://twitter.com/RyGuyx9/status/1333842943858389001	@JordanZelniker @LOUnatic1988 @LeidosInc I'll very likely be running another broadcast tomorrow night of the #SharksPacficCup if you guys want to check it out to help you brainstorm some more ideas.		889Twitter Followers
Twitter	Jordan Zelniker	published on 12/01/20 at 1:35 PM	http://twitter.com/JordanZelniker/status/1333842215735595010	@LOUnatic1988 @LeidosInc @RyGuyx9 Very cool concept. We'll look into this possibility 		6.2KTwitter Followers
Twitter	SweeT LoU	published on 12/01/20 at 1:33 PM	http://twitter.com/LOUnatic1988/status/1333841591828684800	@JordanZelniker @LeidosInc Please do something similar to REDZONE for streams on Sunday during default times. It is the future of Chel esports streams. You can do a game of the week casting/matchup but def should be an around the league stream to keep viewers engaged twitter.com/ryguyx9/status… @RyGuyx9		1.4KTwitter Followers
Twitter	CJ Reo	published on 12/01/20 at 12:14 PM	http://twitter.com/BroadwayCJ97/status/1333821858962137088	@Teal_Reel @capsgaming @LeidosInc @leaguegaming @_LG_McDonald pic.twitter.com/LzmBkaYD0J	http://twitter.com/BroadwayCJ97/status/1333821858962137088	133Twitter Followers
Twitter	FLorOK	published on 11/30/20 at 9:28 PM	http://twitter.com/lor_ok/status/1333598853304561665	Y era hora de usar la pantalla que tienen para ser vistos y leídos Twas about time to use the screens they have, to be seen and read		1Twitter Followers
Twitter	PotomacOfficersClub	published on 11/30/20 at 7:01 PM	http://twitter.com/PotomacOfficers/status/1333561822365044738	.@LeidosInc Chairman and CEO Roger Krone, a #PotomacOfficersClub member and seven-time #Wash100 awardee, has been honored at the @WaxmanCancer's 23rd Collaborating for a Cure Gala. Read more: ow.ly/7fsb50Cy8Gl pic.twitter.com/POPxKKRg8A	http://twitter.com/PotomacOfficers/status/1333561822365044738	501Twitter Followers
Twitter	Brodie McDonald	published on 11/29/20 at 5:14 PM	http://twitter.com/_LG_McDonald/status/1333172577817272324	@Teal_Reel @capsgaming @LeidosInc @leaguegaming As per our last discussion where I reached out to hear more of your thoughts from the last white I disagreed that ScaryJoey was racial I nature. I don’t think you know the entire story.		2.9KTwitter Followers
Twitter		published on 11/29/20 at 7:55 AM	http://twitter.com/nareteVymrA/status/1333031801510649858	@RLCSilver_Stars @27RegimentRLC @UKArmyLogistics @TigersFFT @REMEBolts @Soldierscharity @LeidosInc @Motif8ltd @Agility @ArmyParachute @Sunwise_HQ @cookiehelmets @BritSkydiving @BritishArmy @ArmySportsLTRY Seen them a few times		48Twitter Followers
Twitter	Laggy Josh	published on 11/29/20 at 4:20 AM	http://twitter.com/xIJOSHlx/status/1332977753239527425	@Teal_Reel @capsgaming @LeidosInc @leaguegaming @_LG_McDonald I agree. I will also quick sell my PK Subban in HUT because I don’t wanna be seen as a racist white guy whose using a black guy when im streaming my games.		88Twitter Followers
Twitter	Sarkazim	published on 11/28/20 at 3:36 PM	http://twitter.com/Sarkazim_/status/1332785388331687941	@Teal_Reel @capsgaming @LeidosInc @leaguegaming @_LG_McDonald @ScaryJoeyy omg you’re so racist!		174Twitter Followers
Twitter	schroyer69	published on 11/28/20 at 3:16 PM	http://twitter.com/SchroyDaddy/status/1332780445252136960	@Teal_Reel @capsgaming @LeidosInc @leaguegaming @_LG_McDonald @leaguegaming is sickening too.. take a look at how much more money white players get paid on their fake contracts compared to the african american players		101Twitter Followers
Twitter	IIx-camo29II	published on 11/28/20 at 12:56 PM	http://twitter.com/iix_camo29ii/status/1332745076024496129	@Crash_Andrews @Teal_Reel @capsgaming @LeidosInc @leaguegaming @_LG_McDonald bro it’s an animal sound it’s no different than if he used an elaphant goal sound or a tiger roar sound stop trying to make everything about race it’s not an issue		74Twitter Followers
Twitter	IIx-camo29II	published on 11/28/20 at 12:42 PM	http://twitter.com/iix_camo29ii/status/1332741706857537538	@Teal_Reel @capsgaming @LeidosInc @leaguegaming @_LG_McDonald who cares man it’s a virtual player		74Twitter Followers
Twitter	Frontend.LA	published on 11/28/20 at 1:04 AM	http://twitter.com/FrontendLA/status/1332565889661554694	#jobs #opportunity in Reston, VA - Enterprise IT Service Management Solutions Architect @ Leidos jobs.frontend.nyc/i/us/all/1/021…		46Twitter Followers
Twitter	Steppin' Out Radio	published on 11/27/20 at 4:43 PM	http://twitter.com/SteppinOutRadio/status/1332439950667771914	Leidos, a global scientific and technology company with more than 30,000 employees working actively in defense contracting, aviation, information technology and biomedical research. But is.gd/wSUdmh #soberaf #recoveryposse #covid #odaat		587Twitter Followers
Twitter	Hainton	published on 11/27/20 at 8:51 AM	http://twitter.com/HaintonRec/status/1332321070423171072	It's #SystemsEngineerDay and @LeidosInc are shining a light and celebrating them, find out more below 		348Twitter Followers
